"annotation_id,""annotator"",""comment"",""created_at"",""id"",""lead_time"",""sentiment"",""updated_at"",""video_id"",""video_title"""
"365,""1"",""adminnya nyaman Bener2 hoki main J P TO G E L 7 7 proses depo cepat mantap Livechat fast respon gak pindah web deh udah betah main"",""2025-03-17T12:12:04.560836Z"",365,1.86,""Online Gambling Promotion"",""2025-03-17T12:12:04.560836Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"366,""1"",""mantap gua cobain gampang dapatin sketernya Udh gitu dapatin sketer isinya tau nama nya nih coba cari google Mandalika 77 dijiamin nagih"",""2025-03-17T12:12:09.157202Z"",366,4.049,""Online Gambling Promotion"",""2025-03-17T12:12:09.157202Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"367,""1"",""Akhirnya menang J P T O G E L 77 dengar cerita orng"",""2025-03-17T12:12:11.026734Z"",367,1.282,""Online Gambling Promotion"",""2025-03-17T12:12:11.026734Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"368,""1"",""Memang main jptogel77 untung saran teman menang"",""2025-03-17T12:12:15.505929Z"",368,3.911,""Online Gambling Promotion"",""2025-03-17T12:12:15.505929Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"369,""1"",""nyelot gak ribet MANTAB jptogel77gak rugi kalo main main WD gak sampe maxwin modal gw 2x lipat gas"",""2025-03-17T12:12:19.917482Z"",369,3.809,""Online Gambling Promotion"",""2025-03-17T12:12:19.917482Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"370,""1"",""Memang main J P TO G E L 7 7 untung saran teman menang"",""2025-03-17T12:12:22.163220Z"",370,1.661,""Online Gambling Promotion"",""2025-03-17T12:12:22.163220Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"371,""1"",""TRENDING 1 GILA LOOOO jptogel77"",""2025-03-17T12:12:24.993422Z"",371,6.984999999999999,""Online Gambling Promotion"",""2025-03-17T12:12:32.834910Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"372,""1"",""percaya ama bro keluarga main JPTOGEL77 banget JP dibanding situs"",""2025-03-17T12:12:37.286026Z"",372,3.375,""Online Gambling Promotion"",""2025-03-17T12:12:37.286026Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"373,""1"",""Paling mantap cuman webb JPTOGEL77 member dimanjain kasih cuan"",""2025-03-17T12:12:39.125339Z"",373,1.253,""Online Gambling Promotion"",""2025-03-17T12:12:39.125339Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"374,""1"",""kasih uang jg JPTOGEL77 lumayan nongki ngopi with teman teman besok wkwkw"",""2025-03-17T12:12:41.081388Z"",374,1.398,""Online Gambling Promotion"",""2025-03-17T12:12:41.081388Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"375,""1"",""Padahal moda tipis aja kasi Maxwin J P TO G E L 7 7 emg hoki bgt lha main disitus scternya gampang turun RTPnya akurat bgt buran cobain main JPTOGEL77"",""2025-03-17T12:12:43.195716Z"",375,1.497,""Online Gambling Promotion"",""2025-03-17T12:12:43.195716Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"376,""1"",""gue gak nyangka menang JPTOGEL77 Tempat"",""2025-03-17T12:12:45.243472Z"",376,1.45,""Online Gambling Promotion"",""2025-03-17T12:12:45.243472Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"377,""1"",""Mumpung gacornya gaskan aja bos J P T O G E L 77"",""2025-03-17T12:12:47.186531Z"",377,1.341,""Online Gambling Promotion"",""2025-03-17T12:12:47.186531Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"378,""1"",""webb JPTOGEL77 ga kalah seru ya disni cair trus dr web JPTOGEL77 gokil mantap la jajan"",""2025-03-17T12:12:49.440555Z"",378,1.701,""Online Gambling Promotion"",""2025-03-17T12:12:49.440555Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"379,""1"",""Waduh menang gue SCBD belanja pake duit kemenangan J P TO G E L 7 7 uang trakhirnemu situs barualhamdulilah d ksih jepe ngab"",""2025-03-17T12:12:52.720570Z"",379,2.651,""Online Gambling Promotion"",""2025-03-17T12:12:52.720570Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"380,""1"",""Paling mantap cuman webb JPTOGEL77 member dimanjain kasih cuan"",""2025-03-17T12:12:56.891989Z"",380,3.602,""Online Gambling Promotion"",""2025-03-17T12:12:56.891989Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"381,""1"",""hidup gw enak brp main jptogel77 nih situs rekomen gw bro"",""2025-03-17T12:12:58.617590Z"",381,1.174,""Online Gambling Promotion"",""2025-03-17T12:12:58.617590Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"382,""1"",""percaya ama bro keluarga main jptogel77 banget JP dibanding situs"",""2025-03-17T12:13:00.705372Z"",382,1.504,""Online Gambling Promotion"",""2025-03-17T12:13:00.705372Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"383,""1"",""JPTOGEL77 tampil fitur"",""2025-03-17T12:13:02.364297Z"",383,1.18,""Online Gambling Promotion"",""2025-03-17T12:13:02.364297Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"384,""1"",""server2 emang royal mesin nya lokal semalem gw maen J P TO G E L 7 7 menang gua wkkw google bro"",""2025-03-17T12:13:05.028409Z"",384,2.164,""Online Gambling Promotion"",""2025-03-17T12:13:05.028409Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"385,""1"",""Saran ane main jptogel77 gak pelit link nya gw mmber barusan main auto lgsung maxwin pdhal modal receh doang"",""2025-03-17T12:13:07.725605Z"",385,2.091,""Online Gambling Promotion"",""2025-03-17T12:13:07.725605Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"386,""1"",""jptogel77Terpopuler masakini"",""2025-03-17T12:13:09.374335Z"",386,1.062,""Online Gambling Promotion"",""2025-03-17T12:13:09.374335Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"387,""1"",""coba coba maen server thailand kasi tau sodara eh gile saldo nambah mulu awlkwkwkkw cari google J P T O G E L 77"",""2025-03-17T12:13:11.988717Z"",387,2.009,""Online Gambling Promotion"",""2025-03-17T12:13:11.988717Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"388,""1"",""JPTOGEL77 WEDEY gede cma maen bentar"",""2025-03-17T12:13:13.532168Z"",388,0.926,""Online Gambling Promotion"",""2025-03-17T12:13:13.532168Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"389,""1"",""Modal receh hasil lumer mantap kali JPTOGEL77 sensasi maxwn berulang brooo kali nemu web seqacor chek langsung deh webbnya dp wd gesit prosesnya"",""2025-03-17T12:13:15.450908Z"",389,1.34,""Online Gambling Promotion"",""2025-03-17T12:13:15.450908Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"390,""1"",""beraniin bUAt dposit situs jptogel77 modal cekakdan negrasaain sensational nya ga rungkad main situs"",""2025-03-17T12:13:17.519240Z"",390,1.49,""Online Gambling Promotion"",""2025-03-17T12:13:17.519240Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"391,""1"",""nyari2 uang rokok dikasih uang jajan seminggu hahaha emng terbaik nih jptogel77"",""2025-03-17T12:13:19.915591Z"",391,1.865,""Online Gambling Promotion"",""2025-03-17T12:13:19.915591Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"392,""1"",""ga nyarnin server abal abal dahgua udah tau main cari aja JPTOGEL77 ngab terbaikk situs sih teman wede coba deh ngab lumayan nambah2 isi dompet"",""2025-03-17T12:13:22.329538Z"",392,1.834,""Online Gambling Promotion"",""2025-03-17T12:13:22.329538Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"393,""1"",""udah gw coba bro bagus main jptogel77 patut dibanggakan profitnya"",""2025-03-17T12:13:24.529344Z"",393,1.587,""Online Gambling Promotion"",""2025-03-17T12:13:24.529344Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"394,""1"",""Dari sekian ling coba cman webb jptogel77 yg bikin betah bagus webbnya kasih maxwn gak takut jptogel77"",""2025-03-17T12:13:26.554308Z"",394,1.406,""Online Gambling Promotion"",""2025-03-17T12:13:26.554308Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"395,""1"",""1012 JPTOGEL77 emang juara rezeki gak abisnya"",""2025-03-17T12:13:28.077734Z"",395,0.931,""Online Gambling Promotion"",""2025-03-17T12:13:28.077734Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"396,""1"",""JPTOGEL77 gua bru maen bentar lngsg jepe"",""2025-03-17T12:13:29.643530Z"",396,1.015,""Online Gambling Promotion"",""2025-03-17T12:13:29.643530Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"397,""1"",""JPTOGEL77 terpopuler masakini"",""2025-03-17T12:13:30.930152Z"",397,0.738,""Online Gambling Promotion"",""2025-03-17T12:13:30.930152Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"398,""1"",""tengkiu bosku kasi teman2 setongkrongan traktiran makan minum bagus mudah mudahan meningkat berhasil J P TO G E L 7 7"",""2025-03-17T12:13:32.706511Z"",398,1.135,""Online Gambling Promotion"",""2025-03-17T12:13:32.706511Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"399,""1"",""udah gw coba bro bagus main JPTOGEL77 patut dibanggakan profitnya"",""2025-03-17T12:13:34.170527Z"",399,0.822,""Online Gambling Promotion"",""2025-03-17T12:13:34.170527Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"400,""1"",""0535 JPTOGEL77 ngadu nasib wkwkw"",""2025-03-17T12:13:35.638491Z"",400,0.888,""Online Gambling Promotion"",""2025-03-17T12:13:35.638491Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
